index,rating,gpt-3.5-turbo-0125,gpt-4o-2024-05-13,llama3:8b,llama3:70b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology,FP_FN_count
165,True,TP,FN,FN,FN,mall-swarm,project.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.parent_mall-swarm.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven,3
166,False,TN,FP,FP,TN,mall-swarm,spring.mvc.pathmatch.matching-strategy,mall-admin/src/main/resources/application.yml,ant_path_matcher,PATH,spring,spring.mvc.pathmatch.matching-strategy,ant_path_matcher,mall-portal/src/main/resources/application.yml,PATH,spring,2
167,False,FP,TN,FP,FP,mall-swarm,services.mall-admin.environment.TZ,document/docker/docker-compose-app.yml,"""Asia/Shanghai""",ENVIRONMENT,docker-compose,services.mall-portal.environment.TZ,"""Asia/Shanghai""",document/docker/docker-compose-app.yml,ENVIRONMENT,docker-compose,3
168,True,FN,TP,TP,FN,mall-swarm,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-portal/pom.xml,NAME,maven,2
169,False,TN,TN,FP,TN,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-monitor/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven,1
170,True,TP,FN,TP,FN,mall-swarm,project.build.plugins.plugin_docker-maven-plugin.groupId,mall-monitor/pom.xml,io.fabric8,NAME,maven,project.build.plugins.plugin_docker-maven-plugin.groupId,io.fabric8,mall-search/pom.xml,NAME,maven,2
171,True,FN,FN,TP,FN,mall-swarm,project.modelVersion,mall-gateway/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,mall-monitor/pom.xml,VERSION_NUMBER,maven,3
172,False,FP,FP,FP,FP,mall-swarm,project.version,mall-search/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,pom.xml,VERSION_NUMBER,maven,4
173,True,TP,TP,FN,TP,mall-swarm,project.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven,1
175,False,TN,TN,FP,TN,mall-swarm,spring.mvc.pathmatch.matching-strategy,mall-auth/src/main/resources/application.yml,ant_path_matcher,PATH,spring,spring.mvc.pathmatch.matching-strategy,ant_path_matcher,mall-portal/src/main/resources/application.yml,PATH,spring,1
176,True,FN,FN,TP,FN,mall-swarm,project.modelVersion,mall-auth/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,mall-gateway/pom.xml,VERSION_NUMBER,maven,3
177,False,FP,TN,FP,TN,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-admin/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven,2
179,True,TP,TP,FN,TP,mall-swarm,project.parent_mall-swarm.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-gateway/pom.xml,VERSION_NUMBER,maven,1
180,True,TP,FN,TP,TP,mall-swarm,project.parent_mall-swarm.groupId,mall-gateway/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-monitor/pom.xml,NAME,maven,1
181,True,FN,TP,TP,FN,mall-swarm,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-portal/pom.xml,NAME,maven,2
182,True,TP,FN,TP,TP,mall-swarm,project.dependencies.dependency_mall-mbg.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven,1
183,False,FP,TN,TN,TN,mall-swarm,project.dependencies.dependency_mall-common.exclusions.exclusion_spring-boot-starter-web.groupId,mall-gateway/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-gateway/pom.xml,NAME,maven,1
184,True,FN,FN,TP,FN,mall-swarm,project.dependencyManagement.dependencies.dependency_mall-mbg.artifactId,pom.xml,mall-mbg,NAME,maven,project.modules.module,mall-mbg,pom.xml,NAME,maven,3
185,True,FN,FN,TP,FN,mall-swarm,project.build.plugins.plugin_docker-maven-plugin.groupId,mall-admin/pom.xml,io.fabric8,NAME,maven,project.build.plugins.plugin_docker-maven-plugin.groupId,io.fabric8,mall-auth/pom.xml,NAME,maven,3
188,False,TN,TN,FP,TN,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-gateway/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-mongodb.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven,1
189,False,TN,FP,FP,FP,mall-swarm,project.version,mall-demo/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-monitor/pom.xml,VERSION_NUMBER,maven,3
190,False,FP,TN,FP,TN,mall-swarm,project.dependencyManagement.dependencies.dependency_spring-cloud-alibaba-dependencies.type,pom.xml,pom,TYPE,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.type,pom,pom.xml,TYPE,maven,2
192,True,FN,TP,FN,FN,mall-swarm,project.artifactId,mall-portal/pom.xml,mall-portal,NAME,maven,project.modules.module,mall-portal,pom.xml,NAME,maven,3
193,False,FP,TN,TN,FP,mall-swarm,project.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-demo/pom.xml,VERSION_NUMBER,maven,2
194,True,TP,FN,TP,TP,mall-swarm,services.redis.ports.in,document/docker/docker-compose-env.yml,6379,PORT,docker-compose,services.redis.ports.out,6379,document/docker/docker-compose-env.yml,PORT,docker-compose,1
195,False,TN,TN,FP,TN,mall-swarm,services.mysql.environment.MYSQL_ROOT_PASSWORD,document/docker/docker-compose-env.yml,root,PASSWORD,docker-compose,spring.datasource.username,root,mall-admin/src/main/resources/application.yml,USERNAME,spring,1
196,True,FN,FN,FN,TP,mall-swarm,project.groupId,mall-auth/pom.xml,com.macro.mall,NAME,maven,project.dependencies.dependency_mall-common.groupId,com.macro.mall,mall-gateway/pom.xml,NAME,maven,3
198,False,TN,TN,FP,TN,mall-swarm,minio.bucketName,mall-admin/src/main/resources/application.yml,mall,UNKNOWN,spring,redis.database,mall,mall-portal/src/main/resources/application.yml,NAME,spring,1
199,True,TP,FN,TP,FN,mall-swarm,project.dependencies.dependency_feign-okhttp.artifactId,mall-admin/pom.xml,feign-okhttp,NAME,maven,project.dependencies.dependency_feign-okhttp.artifactId,feign-okhttp,mall-auth/pom.xml,NAME,maven,2
200,False,TN,TN,FP,TN,mall,logging.level.com.macro.mall,mall-portal/src/main/resources/application-dev.yml,debug,UNKNOWN,spring,logging.level.com.macro.mall,debug,mall-search/src/main/resources/application-dev.yml,UNKNOWN,spring,1
201,False,FP,TN,FP,TN,mall,spring.redis.port,mall-portal/src/main/resources/application-dev.yml,6379,PORT,spring,spring.redis.port,6379,mall-portal/src/main/resources/application-prod.yml,PORT,spring,2
202,True,FN,TP,FN,TP,mall,ADD.src,document/sh/Dockerfile,mall-admin-1.0-SNAPSHOT.jar,PATH,docker,ENTRYPOINT.param2,mall-admin-1.0-SNAPSHOT.jar,document/sh/Dockerfile,UNKNOWN,docker,2
203,False,FP,TN,TN,FP,mall,project.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-demo/pom.xml,VERSION_NUMBER,maven,2
204,False,TN,FP,FP,FP,mall,project.parent_mall.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-security/pom.xml,NAME,maven,3
205,False,TN,TN,TN,FP,mall,services.mysql.ports.in,document/docker/docker-compose-env.yml,3306,PORT,docker-compose,services.mysql.ports.out,3306,document/docker/docker-compose-env.yml,PORT,docker-compose,1
206,False,TN,TN,FP,TN,mall,minio.bucketName,mall-admin/src/main/resources/application-dev.yml,mall,UNKNOWN,spring,project.artifactId,mall,pom.xml,NAME,maven,1
207,False,TN,TN,FP,TN,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,redis.database,mall,mall-admin/src/main/resources/application.yml,NAME,spring,1
208,False,FP,TN,FP,FP,mall,project.parent_mall.version,mall-portal/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-security/pom.xml,VERSION_NUMBER,maven,3
212,False,TN,TN,FP,FP,mall,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,mall-common/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,mall-demo/pom.xml,NAME,maven,2
213,False,FP,TN,TN,TN,mall,logging.level.com.macro.mall,mall-admin/src/main/resources/application-prod.yml,info,UNKNOWN,spring,logging.level.root,info,mall-portal/src/main/resources/application-prod.yml,UNKNOWN,spring,1
214,True,FN,TP,TP,TP,mall,project.parent_mall.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-common/pom.xml,NAME,maven,1
216,True,TP,FN,TP,TP,mall,project.modelVersion,mall-portal/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pom.xml,VERSION_NUMBER,maven,1
217,False,TN,TN,FP,TN,mall,server.port,mall-portal/src/main/resources/application-dev.yml,8085,PORT,spring,server.port,8085,mall-portal/src/main/resources/application-prod.yml,PORT,spring,1
218,False,TN,TN,TN,FP,mall,project.parent_mall.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.dependencies.dependency_mall-security.groupId,com.macro.mall,mall-portal/pom.xml,NAME,maven,1
219,True,TP,TP,FN,FN,mall,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-search/pom.xml,NAME,maven,2
222,False,FP,TN,TN,TN,mall,logging.level.com.macro.mall,mall-admin/src/main/resources/application-dev.yml,debug,UNKNOWN,spring,logging.level.com.macro.mall,debug,mall-demo/src/main/resources/application.yml,UNKNOWN,spring,1
223,True,FN,TP,FN,FN,mall,project.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.parent_mall.groupId,com.macro.mall,mall-mbg/pom.xml,NAME,maven,3
224,False,TN,TN,FP,FP,mall,project.dependencyManagement.dependencies.dependency_swagger-annotations.groupId,pom.xml,io.swagger,NAME,maven,project.dependencyManagement.dependencies.dependency_swagger-models.groupId,io.swagger,pom.xml,NAME,maven,2
225,False,TN,TN,FP,TN,mall,spring.datasource.druid.stat-view-servlet.login-password,mall-admin/src/main/resources/application-dev.yml,druid,VERSION_NUMBER,spring,spring.datasource.druid.stat-view-servlet.login-password,druid,mall-admin/src/main/resources/application-prod.yml,VERSION_NUMBER,spring,1
226,False,FP,FP,FP,FP,mall,project.parent_mall.version,mall-demo/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,pom.xml,VERSION_NUMBER,maven,4
227,False,TN,TN,FP,FP,mall,services.mall-admin.volumes,document/docker/docker-compose-app.yml,/etc/localtime:/etc/localtime,UNKNOWN,docker-compose,services.mall-search.volumes,/etc/localtime:/etc/localtime,document/docker/docker-compose-app.yml,UNKNOWN,docker-compose,2
232,False,TN,TN,FP,FP,mall,services.minio.ports.in,document/docker/docker-compose-env.yml,9001,PORT,docker-compose,services.minio.ports.out,9001,document/docker/docker-compose-env.yml,PORT,docker-compose,2
233,False,TN,TN,FP,FP,mall,spring.datasource.password,mall-search/src/main/resources/application-dev.yml,root,PASSWORD,spring,spring.datasource.username,root,mall-search/src/main/resources/application-dev.yml,USERNAME,spring,2
234,True,TP,TP,FN,FN,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,project.parent_mall.artifactId,mall,mall-portal/pom.xml,NAME,maven,2
237,False,TN,TN,FP,FP,mall,services.elasticsearch.ports.in,document/docker/docker-compose-env.yml,9200,PORT,docker-compose,services.elasticsearch.ports.out,9200,document/docker/docker-compose-env.yml,PORT,docker-compose,2
238,True,TP,TP,FN,TP,mall,ADD.src,document/sh/Dockerfile,mall-admin-1.0-SNAPSHOT.jar,PATH,docker,ENTRYPOINT.param2,mall-admin-1.0-SNAPSHOT.jar,document/sh/Dockerfile,UNKNOWN,docker,1
239,True,TP,TP,FN,TP,mall,project.dependencies.dependency_jjwt.artifactId,mall-security/pom.xml,jjwt,NAME,maven,project.dependencyManagement.dependencies.dependency_jjwt.artifactId,jjwt,pom.xml,NAME,maven,1
240,True,TP,FN,FN,TP,mall,project.parent_mall.groupId,mall-common/pom.xml,com.macro.mall,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,pom.xml,NAME,maven,2
241,True,TP,TP,FN,FN,mall,project.artifactId,mall-search/pom.xml,mall-search,NAME,maven,project.modules.module,mall-search,pom.xml,NAME,maven,2
243,False,FP,TN,TN,TN,mall,project.groupId,mall-demo/pom.xml,com.macro.mall,NAME,maven,project.parent_mall.groupId,com.macro.mall,mall-mbg/pom.xml,NAME,maven,1
244,True,FN,FN,TP,TP,mall,project.modelVersion,mall-admin/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,mall-mbg/pom.xml,VERSION_NUMBER,maven,2
245,False,TN,TN,TN,FP,mall,project.parent_mall.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-portal/pom.xml,VERSION_NUMBER,maven,1
246,False,TN,TN,FP,TN,mall,services.logstash.container_name,document/docker/docker-compose-env.yml,logstash,NAME,docker-compose,logstash.host,logstash,mall-portal/src/main/resources/application-prod.yml,URL,spring,1
249,False,TN,TN,FP,FP,mall,services.mall-portal.container_name,document/docker/docker-compose-app.yml,mall-portal,NAME,docker-compose,project.name,mall-portal,mall-portal/pom.xml,NAME,maven,2
251,True,FN,TP,FN,TP,music-website,project.properties.java.version,music-server/pom.xml,1.8,VERSION_NUMBER,maven,project.properties.maven.compiler.source,1.8,music-server/pom.xml,VERSION_NUMBER,maven,2
252,False,TN,TN,FP,TN,music-website,minio.access-key,music-server/src/main/resources/application-dev.properties,root,UNKNOWN,spring,spring.datasource.username,root,music-server/src/main/resources/application-prod.properties,USERNAME,spring,1
255,False,TN,TN,TN,FP,music-website,project.dependencies.dependency_spring-boot-devtools.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven,1
261,False,FP,TN,FP,TN,music-website,spring.datasource.username,music-server/src/main/resources/application-dev.properties,root,USERNAME,spring,spring.datasource.username,root,music-server/src/main/resources/application-prod.properties,USERNAME,spring,2
264,False,FP,TN,FP,TN,music-website,spring.datasource.username,music-server/src/main/resources/application-dev.properties,root,USERNAME,spring,spring.datasource.username,root,music-server/src/main/resources/application-prod.properties,USERNAME,spring,2
267,False,FP,TN,TN,TN,music-website,mail.address,music-server/src/main/resources/application.yml,,IP_ADDRESS,spring,spring.mail.password,,music-server/src/main/resources/application.yml,PASSWORD,spring,1
268,True,TP,TP,FN,TP,music-website,project.properties.java.version,music-server/pom.xml,1.8,VERSION_NUMBER,maven,project.properties.maven.compiler.source,1.8,music-server/pom.xml,VERSION_NUMBER,maven,1
272,True,TP,TP,FN,TP,music-website,services.web.ports.out,music-server/docker-server/docker-compose.yml,8888,PORT,docker-compose,server.port,8888,music-server/src/main/resources/application.properties,PORT,spring,1
280,False,TN,TN,FP,TN,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-mail.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven,1
282,False,FP,TN,TN,TN,music-website,compilerOptions.module,music-client/tsconfig.json,esnext,UNKNOWN,tsconfig,compilerOptions.target,esnext,music-manage/tsconfig.json,VERSION_NUMBER,tsconfig,1
287,False,FP,TN,TN,TN,music-website,project.dependencies.dependency_spring-boot-starter-web.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.parent_spring-boot-starter-parent.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven,1
289,False,TN,TN,FP,TN,music-website,private,music-manage/package.json,TRUE,BOOLEAN,nodejs,compilerOptions.allowSyntheticDefaultImports,TRUE,music-manage/tsconfig.json,BOOLEAN,tsconfig,1
290,False,TN,TN,FP,TN,music-website,private,music-client/package.json,TRUE,BOOLEAN,nodejs,spring.mail.properties.mail.smtp.auth,TRUE,music-server/src/main/resources/application.yml,BOOLEAN,spring,1
293,True,FN,TP,TP,FN,music-website,services.db.environment.MYSQL_PASSWORD,music-server/docker-server/docker-compose.yml,123456,PASSWORD,docker-compose,spring.datasource.password,123456,music-server/src/main/resources/application-prod.properties,PASSWORD,spring,2
299,False,TN,TN,FP,TN,music-website,compilerOptions.useDefineForClassFields,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.esModuleInterop,TRUE,music-manage/tsconfig.json,BOOLEAN,tsconfig,1
302,False,TN,TN,FP,TN,piggymetrics,project.dependencies.dependency_spring-cloud-starter-oauth2.groupId,account-service/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-sleuth.groupId,org.springframework.cloud,gateway/pom.xml,NAME,maven,1
305,False,TN,TN,FP,TN,piggymetrics,CMD.param2,auth-service/Dockerfile,-jar,UNKNOWN,docker,CMD.param2,-jar,config/Dockerfile,UNKNOWN,docker,1
306,False,TN,TN,FP,TN,piggymetrics,services.config.logging.options.max-size,docker-compose.yml,10m,SIZE,docker-compose,services.statistics-mongodb.logging.options.max-size,10m,docker-compose.yml,SIZE,docker-compose,1
307,False,TN,TN,FP,TN,piggymetrics,project.dependencies.dependency_de.flapdoodle.embed.mongo.scope,auth-service/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,auth-service/pom.xml,UNKNOWN,maven,1
309,False,TN,TN,FP,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,statistics-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,statistics-service/pom.xml,NAME,maven,2
310,False,FP,TN,FP,TN,piggymetrics,project.dependencies.dependency_spring-cloud-starter-netflix-hystrix-dashboard.groupId,monitoring/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-netflix-hystrix-stream.groupId,org.springframework.cloud,statistics-service/pom.xml,NAME,maven,2
312,True,TP,TP,TP,FN,piggymetrics,project.modules.module,pom.xml,statistics-service,NAME,maven,project.artifactId,statistics-service,statistics-service/pom.xml,NAME,maven,1
313,True,TP,TP,TP,FN,piggymetrics,project.parent_piggymetrics.artifactId,monitoring/pom.xml,piggymetrics,NAME,maven,project.parent_piggymetrics.artifactId,piggymetrics,notification-service/pom.xml,NAME,maven,1
314,False,TN,TN,FP,TN,piggymetrics,services.config.restart,docker-compose.yml,always,MODE,docker-compose,services.monitoring.restart,always,docker-compose.yml,MODE,docker-compose,1
315,True,TP,TP,TP,FN,piggymetrics,project.modules.module,pom.xml,turbine-stream-service,NAME,maven,project.artifactId,turbine-stream-service,turbine-stream-service/pom.xml,NAME,maven,1
316,False,FP,TN,FP,FP,piggymetrics,CMD.param0,monitoring/Dockerfile,java,UNKNOWN,docker,CMD.param0,java,notification-service/Dockerfile,UNKNOWN,docker,3
317,True,TP,FN,FN,FN,piggymetrics,services.rabbitmq.ports.in,docker-compose.dev.yml,5672,PORT,docker-compose,services.rabbitmq.ports.out,5672,docker-compose.dev.yml,PORT,docker-compose,3
318,False,TN,TN,FP,FP,piggymetrics,FROM,monitoring/Dockerfile,java:8-jre,UNKNOWN,docker,FROM,java:8-jre,statistics-service/Dockerfile,UNKNOWN,docker,2
319,False,TN,TN,FP,TN,piggymetrics,spring.data.mongodb.database,auth-service/src/test/resources/application.yml,piggymetrics,NAME,spring,project.parent_piggymetrics.artifactId,piggymetrics,notification-service/pom.xml,NAME,maven,1
320,False,TN,TN,FP,FP,piggymetrics,services.account-mongodb.image,docker-compose.yml,sqshq/piggymetrics-mongodb,IMAGE,docker-compose,services.statistics-mongodb.image,sqshq/piggymetrics-mongodb,docker-compose.yml,IMAGE,docker-compose,2
321,False,FP,TN,FP,TN,piggymetrics,project.dependencies.dependency_spring-cloud-starter-bus-amqp.groupId,notification-service/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-netflix-eureka-server.groupId,org.springframework.cloud,registry/pom.xml,NAME,maven,2
325,False,TN,TN,FP,TN,piggymetrics,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.id,account-service/pom.xml,report,ID,maven,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.id,report,statistics-service/pom.xml,ID,maven,1
326,True,FN,TP,TP,FN,piggymetrics,services.registry.ports.out,docker-compose.yml,8761,PORT,docker-compose,EXPOSE,8761,registry/Dockerfile,PORT,docker,2
327,False,TN,TN,FP,TN,piggymetrics,services.config.restart,docker-compose.yml,always,MODE,docker-compose,services.gateway.restart,always,docker-compose.yml,MODE,docker-compose,1
329,False,TN,TN,FP,TN,piggymetrics,project.name,pom.xml,piggymetrics,NAME,maven,project.parent_piggymetrics.artifactId,piggymetrics,turbine-stream-service/pom.xml,NAME,maven,1
333,False,FP,TN,TN,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,registry/pom.xml,${project.name},NAME,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,${project.name},turbine-stream-service/pom.xml,NAME,maven,2
334,False,TN,FP,FP,FP,piggymetrics,project.version,gateway/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,monitoring/pom.xml,VERSION_NUMBER,maven,3
335,False,TN,TN,TN,FP,piggymetrics,project.parent_piggymetrics.artifactId,monitoring/pom.xml,piggymetrics,NAME,maven,project.name,piggymetrics,pom.xml,NAME,maven,1
336,False,FP,FP,FP,TN,piggymetrics,project.modules.module,pom.xml,turbine-stream-service,NAME,maven,project.name,turbine-stream-service,turbine-stream-service/pom.xml,NAME,maven,3
337,False,FP,TN,FP,FP,piggymetrics,FROM,auth-service/Dockerfile,java:8-jre,UNKNOWN,docker,FROM,java:8-jre,statistics-service/Dockerfile,UNKNOWN,docker,3
338,False,TN,TN,FP,TN,piggymetrics,services.auth-service.restart,docker-compose.yml,always,MODE,docker-compose,services.turbine-stream-service.restart,always,docker-compose.yml,MODE,docker-compose,1
339,True,TP,TP,TP,FN,piggymetrics,services.account-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose.yml,$CONFIG_SERVICE_PASSWORD,PASSWORD,docker-compose,services.auth-service.environment.CONFIG_SERVICE_PASSWORD,$CONFIG_SERVICE_PASSWORD,docker-compose.yml,PASSWORD,docker-compose,1
340,True,FN,TP,TP,FN,piggymetrics,project.parent_piggymetrics.groupId,config/pom.xml,com.piggymetrics,NAME,maven,project.parent_piggymetrics.groupId,com.piggymetrics,notification-service/pom.xml,NAME,maven,2
341,True,TP,FN,TP,FN,piggymetrics,project.modelVersion,monitoring/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,turbine-stream-service/pom.xml,VERSION_NUMBER,maven,2
342,False,FP,TN,FP,TN,piggymetrics,version,docker-compose.dev.yml,version:2.1,VERSION_NUMBER,docker-compose,version,version:2.1,docker-compose.yml,VERSION_NUMBER,docker-compose,2
343,False,FP,TN,FP,FP,piggymetrics,project.artifactId,auth-service/pom.xml,auth-service,NAME,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,auth-service,auth-service/pom.xml,NAME,maven,3
344,False,TN,TN,FP,TN,piggymetrics,project.dependencies.dependency_spring-boot-starter-data-mongodb.groupId,account-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,notification-service/pom.xml,NAME,maven,1
345,True,TP,TP,TP,FN,piggymetrics,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,account-service/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,org.springframework.cloud,statistics-service/pom.xml,NAME,maven,1
346,True,FN,TP,TP,FN,piggymetrics,project.parent_piggymetrics.artifactId,registry/pom.xml,piggymetrics,NAME,maven,project.parent_piggymetrics.artifactId,piggymetrics,statistics-service/pom.xml,NAME,maven,2
349,False,TN,TN,FP,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,auth-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,auth-service/pom.xml,NAME,maven,2
350,False,FP,TN,FP,TN,pig,project.dependencies.dependency_spring-boot-starter-undertow.groupId,pig-boot/pom.xml,org.springframework.boot,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-boot-starter-web.exclusions.exclusion_spring-boot-starter-tomcat.groupId,org.springframework.boot,pig-common/pig-common-bom/pom.xml,NAME,maven,2
352,True,FN,TP,FN,TP,pig,project.parent_pig.artifactId,pig-boot/pom.xml,pig,NAME,maven,project.artifactId,pig,pom.xml,NAME,maven,2
353,True,TP,TP,FN,FN,pig,project.modelVersion,pig-common/pig-common-core/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pig-register/pom.xml,VERSION_NUMBER,maven,2
356,True,FN,FN,TP,FN,pig,project.parent_pig.groupId,pig-upms/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven,3
357,False,FP,TN,FP,TN,pig,CMD.param2,pig-gateway/Dockerfile,java,UNKNOWN,docker,CMD.param2,java,pig-upms/pig-upms-biz/Dockerfile,UNKNOWN,docker,2
358,True,TP,TP,FN,TP,pig,project.parent_pig-common.version,pig-common/pig-common-feign/pom.xml,version:${revision},VERSION_NUMBER,maven,project.parent_pig-upms.version,version:${revision},pig-upms/pig-upms-api/pom.xml,VERSION_NUMBER,maven,1
359,True,FN,TP,TP,TP,pig,project.properties.maven.compiler.source,pig-common/pig-common-bom/pom.xml,17,VERSION_NUMBER,maven,project.properties.maven.compiler.source,17,pom.xml,VERSION_NUMBER,maven,1
360,False,FP,TN,TN,TN,pig,services.pig-codegen.restart,docker-compose.yml,always,MODE,docker-compose,services.pig-quartz.restart,always,docker-compose.yml,MODE,docker-compose,1
361,False,FP,TN,FP,TN,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-upms/pig-upms-biz/pom.xml,NAME,maven,2
362,False,TN,TN,FP,TN,pig,ENV.JAVA_OPTS,pig-gateway/Dockerfile,"""",ENVIRONMENT,docker,ENV.JAVA_OPTS,"""",pig-visual/pig-monitor/Dockerfile,ENVIRONMENT,docker,1
