index,rating,gpt-3.5-turbo-0125,gpt-4o-2024-05-13,llama3:8b,llama3:70b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology
104,True,TP,TP,TP,TP,litemall,project.dependencies.dependency_weixin-java-pay.exclusions.exclusion_qrcode-utils.groupId,litemall-wx-api/pom.xml,com.github.binarywang,NAME,maven,project.dependencies.dependency_weixin-java-pay.groupId,com.github.binarywang,litemall-wx-api/pom.xml,NAME,maven
105,True,FN,TP,TP,FN,litemall,project.dependencies.dependency_litemall-db.artifactId,litemall-admin-api/pom.xml,litemall-db,NAME,maven,project.artifactId,litemall-db,litemall-db/pom.xml,NAME,maven
106,True,TP,FN,TP,FN,litemall,project.dependencies.dependency_weixin-java-miniapp.artifactId,litemall-core/pom.xml,weixin-java-miniapp,NAME,maven,project.dependencies.dependency_weixin-java-miniapp.artifactId,weixin-java-miniapp,litemall-wx-api/pom.xml,NAME,maven
107,False,FP,TN,FP,FP,litemall,project.dependencies.dependency_litemall-db.groupId,litemall-admin-api/pom.xml,org.linlinjava,NAME,maven,project.dependencies.dependency_litemall-wx-api.groupId,org.linlinjava,litemall-all-war/pom.xml,NAME,maven
108,False,TN,TN,FP,TN,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,litemall-all/pom.xml,TRUE,BOOLEAN,maven,project.build.plugins.plugin_mybatis-generator-maven-plugin.configuration.overwrite,TRUE,litemall-db/pom.xml,BOOLEAN,maven
109,False,TN,TN,TN,TN,litemall,project.dependencies.dependency_spring-boot-starter-json.groupId,litemall-db/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,pom.xml,NAME,maven
110,False,TN,TN,TN,TN,litemall,logging.level.root,litemall-db/src/main/resources/application.yml,ERROR,UNKNOWN,spring,logging.level.org.linlinjava.litemall,ERROR,litemall-wx-api/src/main/resources/application.yml,UNKNOWN,spring
111,False,TN,TN,TN,TN,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,litemall-wx-api/pom.xml,TRUE,BOOLEAN,maven,project.properties.maven.test.skip,TRUE,pom.xml,IP_ADDRESS,maven
112,True,TP,FN,FN,TP,litemall,project.dependencies.dependency_weixin-java-pay.artifactId,litemall-core/pom.xml,weixin-java-pay,NAME,maven,project.dependencyManagement.dependencies.dependency_weixin-java-pay.artifactId,weixin-java-pay,pom.xml,NAME,maven
113,False,TN,TN,TN,TN,litemall,project.properties.project.build.sourceEncoding,litemall-admin-api/pom.xml,UTF-8,VERSION_NUMBER,maven,spring.messages.encoding,UTF-8,litemall-all-war/src/main/resources/application.yml,UNKNOWN,spring
114,True,TP,FN,TP,TP,litemall,spring.messages.encoding,litemall-admin-api/src/main/resources/application.yml,UTF-8,UNKNOWN,spring,spring.messages.encoding,UTF-8,litemall-core/src/main/resources/application.yml,UNKNOWN,spring
115,True,FN,FN,TP,FN,litemall,services.mysql57.ports.in,docker/docker-compose.yml,3306,PORT,docker-compose,services.mysql57.ports.out,3306,docker/docker-compose.yml,PORT,docker-compose
116,False,TN,TN,FP,TN,litemall,project.dependencies.dependency_weixin-java-miniapp.groupId,litemall-core/pom.xml,com.github.binarywang,NAME,maven,project.dependencies.dependency_weixin-java-pay.exclusions.exclusion_qrcode-utils.groupId,com.github.binarywang,litemall-wx-api/pom.xml,NAME,maven
117,False,TN,TN,TN,TN,litemall,project.build.plugins.plugin_mybatis-generator-maven-plugin.configuration.overwrite,litemall-db/pom.xml,TRUE,BOOLEAN,maven,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,TRUE,litemall-wx-api/pom.xml,BOOLEAN,maven
118,True,FN,TP,TP,TP,litemall,project.parent_litemall.version,litemall-core/pom.xml,version:0.1.0,VERSION_NUMBER,maven,project.version,version:0.1.0,pom.xml,VERSION_NUMBER,maven
119,False,TN,TN,TN,TN,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources-vue.goals.goal_copy-resources,litemall-all-war/pom.xml,copy-resources,VERSION_NUMBER,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,copy-resources,litemall-all-war/pom.xml,ID,maven
120,False,FP,TN,TN,TN,litemall,logging.level.org.mybatis,litemall-core/src/main/resources/application.yml,ERROR,UNKNOWN,spring,logging.level.root,ERROR,litemall-core/src/main/resources/application.yml,UNKNOWN,spring
121,False,TN,TN,TN,TN,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,litemall-all/pom.xml,TRUE,BOOLEAN,maven,project.dependencies.dependency_spring-boot-devtools.optional,TRUE,pom.xml,BOOLEAN,maven
122,False,FP,TN,TN,TN,litemall,logging.level.org.springframework,litemall-core/src/main/resources/application.yml,ERROR,UNKNOWN,spring,logging.level.root,ERROR,litemall-wx-api/src/main/resources/application.yml,UNKNOWN,spring
123,True,TP,FN,FN,TP,litemall,dependencies.js-cookie,litemall-admin/package.json,js-cookie:2.2.0,VERSION_NUMBER,nodejs,dependencies.js-cookie,js-cookie:2.2.0,litemall-vue/package.json,VERSION_NUMBER,nodejs
124,False,TN,TN,FP,TN,litemall,services.litemall.container_name,docker/docker-compose.yml,litemall,NAME,docker-compose,project.parent_litemall.artifactId,litemall,litemall-core/pom.xml,NAME,maven
125,True,TP,FN,TP,TP,litemall,project.dependencies.dependency_litemall-db.groupId,litemall-admin-api/pom.xml,org.linlinjava,NAME,maven,project.dependencies.dependency_litemall-wx-api.groupId,org.linlinjava,litemall-all-war/pom.xml,NAME,maven
126,True,TP,TP,TP,FN,litemall,project.dependencies.dependency_litemall-core.groupId,litemall-all-war/pom.xml,org.linlinjava,NAME,maven,project.dependencyManagement.dependencies.dependency_litemall-all.groupId,org.linlinjava,pom.xml,NAME,maven
127,False,TN,TN,TN,TN,litemall,services.litemall.container_name,docker/docker-compose.yml,litemall,NAME,docker-compose,project.artifactId,litemall,pom.xml,NAME,maven
128,True,FN,TP,TP,TP,litemall,project.parent_litemall.version,litemall-all-war/pom.xml,version:0.1.0,VERSION_NUMBER,maven,project.parent_litemall.version,version:0.1.0,litemall-wx-api/pom.xml,VERSION_NUMBER,maven
129,False,FP,TN,FP,TN,litemall,project.packaging,litemall-core/pom.xml,jar,TYPE,maven,project.packaging,jar,litemall-wx-api/pom.xml,TYPE,maven
130,True,TP,TP,TP,FN,litemall,project.dependencies.dependency_weixin-java-miniapp.groupId,litemall-core/pom.xml,com.github.binarywang,NAME,maven,project.dependencies.dependency_weixin-java-miniapp.groupId,com.github.binarywang,litemall-wx-api/pom.xml,NAME,maven
131,True,TP,TP,TP,TP,litemall,project.dependencies.dependency_litemall-core.groupId,litemall-admin-api/pom.xml,org.linlinjava,NAME,maven,project.groupId,org.linlinjava,pom.xml,NAME,maven
132,True,TP,TP,TP,FN,litemall,project.dependencies.dependency_spring-boot-starter-json.groupId,litemall-db/pom.xml,org.springframework.boot,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-boot-starter-json.groupId,org.springframework.boot,pom.xml,NAME,maven
133,True,TP,TP,TP,TP,litemall,project.parent_litemall.version,litemall-wx-api/pom.xml,version:0.1.0,VERSION_NUMBER,maven,project.version,version:0.1.0,pom.xml,VERSION_NUMBER,maven
134,False,FP,TN,FP,TN,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.goals.goal_copy-resources,litemall-all/pom.xml,copy-resources,VERSION_NUMBER,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,copy-resources,litemall-all/pom.xml,ID,maven
135,False,FP,TN,FP,TN,litemall,project.dependencies.dependency_springfox-swagger-ui.groupId,litemall-admin-api/pom.xml,io.springfox,NAME,maven,project.dependencyManagement.dependencies.dependency_springfox-swagger2.groupId,io.springfox,pom.xml,NAME,maven
136,True,TP,TP,TP,TP,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.configuration.resources.resource.directory,litemall-all-war/pom.xml,../litemall-admin/dist,PATH,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.configuration.resources.resource.directory,../litemall-admin/dist,litemall-all/pom.xml,PATH,maven
137,True,TP,FN,TP,TP,litemall,project.dependencies.dependency_litemall-admin-api.groupId,litemall-all-war/pom.xml,org.linlinjava,NAME,maven,project.dependencies.dependency_litemall-db.groupId,org.linlinjava,litemall-all-war/pom.xml,NAME,maven
138,True,TP,TP,TP,FN,litemall,project.parent_litemall.groupId,litemall-all/pom.xml,org.linlinjava,NAME,maven,project.parent_litemall.groupId,org.linlinjava,litemall-db/pom.xml,NAME,maven
139,False,FP,TN,FP,TN,litemall,project.packaging,litemall-all/pom.xml,jar,TYPE,maven,project.packaging,jar,litemall-core/pom.xml,TYPE,maven
140,False,TN,TN,FP,TN,litemall,project.dependencies.dependency_mockito-core.scope,pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_powermock-api-mockito.scope,test,pom.xml,UNKNOWN,maven
141,True,TP,FN,TP,TP,litemall,services.litemall.ports.in,docker/docker-compose.yml,8080,PORT,docker-compose,services.litemall.ports.out,8080,docker/docker-compose.yml,PORT,docker-compose
142,True,TP,FN,TP,TP,litemall,project.modelVersion,litemall-all-war/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,litemall-wx-api/pom.xml,VERSION_NUMBER,maven
143,False,FP,TN,FP,TN,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,litemall-all-war/pom.xml,copy-resources,ID,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,copy-resources,litemall-all/pom.xml,ID,maven
144,True,TP,FN,TP,FN,litemall,project.artifactId,litemall-all/pom.xml,litemall-all,NAME,maven,project.modules.module,litemall-all,pom.xml,NAME,maven
145,True,TP,TP,TP,FN,litemall,project.dependencies.dependency_litemall-core.groupId,litemall-all-war/pom.xml,org.linlinjava,NAME,maven,project.dependencies.dependency_litemall-core.groupId,org.linlinjava,litemall-all/pom.xml,NAME,maven
146,True,TP,TP,TP,FN,litemall,project.parent_litemall.artifactId,litemall-admin-api/pom.xml,litemall,NAME,maven,project.parent_litemall.artifactId,litemall,litemall-all/pom.xml,NAME,maven
147,False,FP,TN,TN,TN,litemall,scripts.dev,litemall-vue/package.json,vue-cli-service serve,COMMAND,nodejs,scripts.serve,vue-cli-service serve,litemall-vue/package.json,COMMAND,nodejs
148,False,TN,TN,TN,TN,litemall,services.litemall.container_name,docker/docker-compose.yml,litemall,NAME,docker-compose,project.build.finalName,litemall,litemall-all-war/pom.xml,NAME,maven
149,True,FN,TP,TP,FN,litemall,project.dependencies.dependency_litemall-core.artifactId,litemall-all-war/pom.xml,litemall-core,NAME,maven,project.modules.module,litemall-core,pom.xml,NAME,maven
150,True,TP,TP,FN,FN,mall-swarm,project.groupId,mall-common/pom.xml,com.macro.mall,NAME,maven,project.parent_mall-swarm.groupId,com.macro.mall,mall-portal/pom.xml,NAME,maven
151,True,FN,FN,TP,TP,mall-swarm,project.modelVersion,mall-common/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,mall-portal/pom.xml,VERSION_NUMBER,maven
152,True,FN,FN,FN,TP,mall-swarm,project.parent_mall-swarm.groupId,mall-demo/pom.xml,com.macro.mall,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,pom.xml,NAME,maven
153,False,TN,TN,TN,TN,mall-swarm,project.dependencies.dependency_spring-boot-starter-data-mongodb.groupId,mall-portal/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-elasticsearch.groupId,org.springframework.boot,mall-search/pom.xml,NAME,maven
154,False,FP,TN,FP,FP,mall-swarm,project.parent_mall-swarm.version,mall-gateway/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-mbg/pom.xml,VERSION_NUMBER,maven
156,False,TN,TN,TN,TN,mall-swarm,minio.bucketName,mall-admin/src/main/resources/application.yml,mall,UNKNOWN,spring,spring.rabbitmq.password,mall,mall-portal/src/main/resources/application.yml,PASSWORD,spring
157,True,TP,FN,TP,TP,mall-swarm,project.dependencies.dependency_mall-common.groupId,mall-gateway/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven
158,True,FN,TP,FN,FN,mall-swarm,project.parent_mall-swarm.groupId,mall-mbg/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-portal/pom.xml,NAME,maven
160,True,TP,TP,TP,FN,mall-swarm,project.parent_mall-swarm.artifactId,mall-auth/pom.xml,mall-swarm,NAME,maven,project.parent_mall-swarm.artifactId,mall-swarm,mall-monitor/pom.xml,NAME,maven
161,True,FN,TP,FN,FN,mall-swarm,project.parent_mall-swarm.artifactId,mall-admin/pom.xml,mall-swarm,NAME,maven,project.parent_mall-swarm.artifactId,mall-swarm,mall-demo/pom.xml,NAME,maven
162,False,FP,TN,TN,FP,mall-swarm,project.parent_mall-swarm.version,mall-auth/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-monitor/pom.xml,VERSION_NUMBER,maven
163,True,FN,TP,FN,FN,mall-swarm,project.artifactId,mall-portal/pom.xml,mall-portal,NAME,maven,project.modules.module,mall-portal,pom.xml,NAME,maven
164,True,FN,TP,TP,FN,mall-swarm,project.parent_mall-swarm.groupId,mall-mbg/pom.xml,com.macro.mall,NAME,maven,project.parent_mall-swarm.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven
165,True,TP,FN,FN,FN,mall-swarm,project.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.parent_mall-swarm.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven
166,False,TN,FP,FP,TN,mall-swarm,spring.mvc.pathmatch.matching-strategy,mall-admin/src/main/resources/application.yml,ant_path_matcher,PATH,spring,spring.mvc.pathmatch.matching-strategy,ant_path_matcher,mall-portal/src/main/resources/application.yml,PATH,spring
167,False,FP,TN,FP,FP,mall-swarm,services.mall-admin.environment.TZ,document/docker/docker-compose-app.yml,"""Asia/Shanghai""",ENVIRONMENT,docker-compose,services.mall-portal.environment.TZ,"""Asia/Shanghai""",document/docker/docker-compose-app.yml,ENVIRONMENT,docker-compose
168,True,FN,TP,TP,FN,mall-swarm,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-portal/pom.xml,NAME,maven
169,False,TN,TN,FP,TN,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-monitor/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven
170,True,TP,FN,TP,FN,mall-swarm,project.build.plugins.plugin_docker-maven-plugin.groupId,mall-monitor/pom.xml,io.fabric8,NAME,maven,project.build.plugins.plugin_docker-maven-plugin.groupId,io.fabric8,mall-search/pom.xml,NAME,maven
171,True,FN,FN,TP,FN,mall-swarm,project.modelVersion,mall-gateway/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,mall-monitor/pom.xml,VERSION_NUMBER,maven
172,False,FP,FP,FP,FP,mall-swarm,project.version,mall-search/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,pom.xml,VERSION_NUMBER,maven
173,True,TP,TP,FN,TP,mall-swarm,project.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven
175,False,TN,TN,FP,TN,mall-swarm,spring.mvc.pathmatch.matching-strategy,mall-auth/src/main/resources/application.yml,ant_path_matcher,PATH,spring,spring.mvc.pathmatch.matching-strategy,ant_path_matcher,mall-portal/src/main/resources/application.yml,PATH,spring
176,True,FN,FN,TP,FN,mall-swarm,project.modelVersion,mall-auth/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,mall-gateway/pom.xml,VERSION_NUMBER,maven
177,False,FP,TN,FP,TN,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-admin/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven
178,True,TP,TP,TP,TP,mall-swarm,project.dependencies.dependency_mall-mbg.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,pom.xml,NAME,maven
179,True,TP,TP,FN,TP,mall-swarm,project.parent_mall-swarm.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-gateway/pom.xml,VERSION_NUMBER,maven
180,True,TP,FN,TP,TP,mall-swarm,project.parent_mall-swarm.groupId,mall-gateway/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-monitor/pom.xml,NAME,maven
181,True,FN,TP,TP,FN,mall-swarm,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-portal/pom.xml,NAME,maven
182,True,TP,FN,TP,TP,mall-swarm,project.dependencies.dependency_mall-mbg.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven
183,False,FP,TN,TN,TN,mall-swarm,project.dependencies.dependency_mall-common.exclusions.exclusion_spring-boot-starter-web.groupId,mall-gateway/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-gateway/pom.xml,NAME,maven
184,True,FN,FN,TP,FN,mall-swarm,project.dependencyManagement.dependencies.dependency_mall-mbg.artifactId,pom.xml,mall-mbg,NAME,maven,project.modules.module,mall-mbg,pom.xml,NAME,maven
185,True,FN,FN,TP,FN,mall-swarm,project.build.plugins.plugin_docker-maven-plugin.groupId,mall-admin/pom.xml,io.fabric8,NAME,maven,project.build.plugins.plugin_docker-maven-plugin.groupId,io.fabric8,mall-auth/pom.xml,NAME,maven
186,True,TP,TP,TP,TP,mall-swarm,project.dependencies.dependency_mall-common.artifactId,mall-auth/pom.xml,mall-common,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-common.artifactId,mall-common,pom.xml,NAME,maven
187,True,TP,TP,TP,TP,mall-swarm,project.dependencies.dependency_nimbus-jose-jwt.groupId,mall-auth/pom.xml,com.nimbusds,NAME,maven,project.dependencyManagement.dependencies.dependency_nimbus-jose-jwt.groupId,com.nimbusds,pom.xml,NAME,maven
188,False,TN,TN,FP,TN,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-gateway/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-mongodb.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven
189,False,TN,FP,FP,FP,mall-swarm,project.version,mall-demo/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-monitor/pom.xml,VERSION_NUMBER,maven
190,False,FP,TN,FP,TN,mall-swarm,project.dependencyManagement.dependencies.dependency_spring-cloud-alibaba-dependencies.type,pom.xml,pom,TYPE,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.type,pom,pom.xml,TYPE,maven
191,True,TP,TP,TP,TP,mall-swarm,services.mall-admin.ports.in,document/docker/docker-compose-app.yml,8080,PORT,docker-compose,server.port,8080,mall-admin/src/main/resources/application.yml,PORT,spring
192,True,FN,TP,FN,FN,mall-swarm,project.artifactId,mall-portal/pom.xml,mall-portal,NAME,maven,project.modules.module,mall-portal,pom.xml,NAME,maven
193,False,FP,TN,TN,FP,mall-swarm,project.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-demo/pom.xml,VERSION_NUMBER,maven
194,True,TP,FN,TP,TP,mall-swarm,services.redis.ports.in,document/docker/docker-compose-env.yml,6379,PORT,docker-compose,services.redis.ports.out,6379,document/docker/docker-compose-env.yml,PORT,docker-compose
195,False,TN,TN,FP,TN,mall-swarm,services.mysql.environment.MYSQL_ROOT_PASSWORD,document/docker/docker-compose-env.yml,root,PASSWORD,docker-compose,spring.datasource.username,root,mall-admin/src/main/resources/application.yml,USERNAME,spring
196,True,FN,FN,FN,TP,mall-swarm,project.groupId,mall-auth/pom.xml,com.macro.mall,NAME,maven,project.dependencies.dependency_mall-common.groupId,com.macro.mall,mall-gateway/pom.xml,NAME,maven
197,False,TN,TN,TN,TN,mall-swarm,project.dependencies.dependency_spring-boot-starter-security.groupId,mall-auth/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-amqp.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven
198,False,TN,TN,FP,TN,mall-swarm,minio.bucketName,mall-admin/src/main/resources/application.yml,mall,UNKNOWN,spring,redis.database,mall,mall-portal/src/main/resources/application.yml,NAME,spring
199,True,TP,FN,TP,FN,mall-swarm,project.dependencies.dependency_feign-okhttp.artifactId,mall-admin/pom.xml,feign-okhttp,NAME,maven,project.dependencies.dependency_feign-okhttp.artifactId,feign-okhttp,mall-auth/pom.xml,NAME,maven
200,False,TN,TN,FP,TN,mall,logging.level.com.macro.mall,mall-portal/src/main/resources/application-dev.yml,debug,UNKNOWN,spring,logging.level.com.macro.mall,debug,mall-search/src/main/resources/application-dev.yml,UNKNOWN,spring
201,False,FP,TN,FP,TN,mall,spring.redis.port,mall-portal/src/main/resources/application-dev.yml,6379,PORT,spring,spring.redis.port,6379,mall-portal/src/main/resources/application-prod.yml,PORT,spring
202,True,FN,TP,FN,TP,mall,ADD.src,document/sh/Dockerfile,mall-admin-1.0-SNAPSHOT.jar,PATH,docker,ENTRYPOINT.param2,mall-admin-1.0-SNAPSHOT.jar,document/sh/Dockerfile,UNKNOWN,docker
203,False,FP,TN,TN,FP,mall,project.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-demo/pom.xml,VERSION_NUMBER,maven
204,False,TN,FP,FP,FP,mall,project.parent_mall.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-security/pom.xml,NAME,maven
205,False,TN,TN,TN,FP,mall,services.mysql.ports.in,document/docker/docker-compose-env.yml,3306,PORT,docker-compose,services.mysql.ports.out,3306,document/docker/docker-compose-env.yml,PORT,docker-compose
206,False,TN,TN,FP,TN,mall,minio.bucketName,mall-admin/src/main/resources/application-dev.yml,mall,UNKNOWN,spring,project.artifactId,mall,pom.xml,NAME,maven
207,False,TN,TN,FP,TN,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,redis.database,mall,mall-admin/src/main/resources/application.yml,NAME,spring
208,False,FP,TN,FP,FP,mall,project.parent_mall.version,mall-portal/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-security/pom.xml,VERSION_NUMBER,maven
210,False,TN,TN,TN,TN,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,spring.rabbitmq.password,mall,mall-portal/src/main/resources/application-prod.yml,PASSWORD,spring
211,True,TP,TP,TP,TP,mall,spring.datasource.url,mall-admin/src/main/resources/application-dev.yml,jdbc:mysql://localhost:3306/mall?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai&useSSL=false,URL,spring,spring.datasource.url,jdbc:mysql://localhost:3306/mall?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai&useSSL=false,mall-portal/src/main/resources/application-dev.yml,URL,spring
212,False,TN,TN,FP,FP,mall,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,mall-common/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,mall-demo/pom.xml,NAME,maven
213,False,FP,TN,TN,TN,mall,logging.level.com.macro.mall,mall-admin/src/main/resources/application-prod.yml,info,UNKNOWN,spring,logging.level.root,info,mall-portal/src/main/resources/application-prod.yml,UNKNOWN,spring
214,True,FN,TP,TP,TP,mall,project.parent_mall.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-common/pom.xml,NAME,maven
215,False,TN,TN,TN,TN,mall,minio.bucketName,mall-admin/src/main/resources/application-dev.yml,mall,UNKNOWN,spring,redis.database,mall,mall-admin/src/main/resources/application.yml,NAME,spring
216,True,TP,FN,TP,TP,mall,project.modelVersion,mall-portal/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pom.xml,VERSION_NUMBER,maven
217,False,TN,TN,FP,TN,mall,server.port,mall-portal/src/main/resources/application-dev.yml,8085,PORT,spring,server.port,8085,mall-portal/src/main/resources/application-prod.yml,PORT,spring
218,False,TN,TN,TN,FP,mall,project.parent_mall.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.dependencies.dependency_mall-security.groupId,com.macro.mall,mall-portal/pom.xml,NAME,maven
219,True,TP,TP,FN,FN,mall,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-search/pom.xml,NAME,maven
221,False,TN,TN,TN,TN,mall,spring.datasource.druid.min-idle,mall-admin/src/main/resources/application-dev.yml,10,VERSION_NUMBER,spring,aliyun.oss.maxSize,10,mall-admin/src/main/resources/application.yml,NUMBER,spring
222,False,FP,TN,TN,TN,mall,logging.level.com.macro.mall,mall-admin/src/main/resources/application-dev.yml,debug,UNKNOWN,spring,logging.level.com.macro.mall,debug,mall-demo/src/main/resources/application.yml,UNKNOWN,spring
223,True,FN,TP,FN,FN,mall,project.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.parent_mall.groupId,com.macro.mall,mall-mbg/pom.xml,NAME,maven
224,False,TN,TN,FP,FP,mall,project.dependencyManagement.dependencies.dependency_swagger-annotations.groupId,pom.xml,io.swagger,NAME,maven,project.dependencyManagement.dependencies.dependency_swagger-models.groupId,io.swagger,pom.xml,NAME,maven
225,False,TN,TN,FP,TN,mall,spring.datasource.druid.stat-view-servlet.login-password,mall-admin/src/main/resources/application-dev.yml,druid,VERSION_NUMBER,spring,spring.datasource.druid.stat-view-servlet.login-password,druid,mall-admin/src/main/resources/application-prod.yml,VERSION_NUMBER,spring
226,False,FP,FP,FP,FP,mall,project.parent_mall.version,mall-demo/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,pom.xml,VERSION_NUMBER,maven
227,False,TN,TN,FP,FP,mall,services.mall-admin.volumes,document/docker/docker-compose-app.yml,/etc/localtime:/etc/localtime,UNKNOWN,docker-compose,services.mall-search.volumes,/etc/localtime:/etc/localtime,document/docker/docker-compose-app.yml,UNKNOWN,docker-compose
228,False,TN,TN,TN,TN,mall,minio.bucketName,mall-admin/src/main/resources/application-dev.yml,mall,UNKNOWN,spring,project.parent_mall.artifactId,mall,mall-mbg/pom.xml,NAME,maven
