index,rating,llama3:70b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology,FP_FN_count
443,False,FP,spring-boot-admin,project.parent_spring-boot-admin-build.groupId,spring-boot-admin-client/pom.xml,de.codecentric,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-boot-admin-starter-server.groupId,de.codecentric,spring-boot-admin-dependencies/pom.xml,NAME,maven,1
450,False,FP,Spring-Cloud-Platform,project.parent_ace-security.version,ace-gate/pom.xml,version:2.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_ace-modules.version,version:2.0-SNAPSHOT,ace-modules/ace-tool/pom.xml,VERSION_NUMBER,maven,3
451,True,FN,Spring-Cloud-Platform,project.dependencies.dependency_fastjson.groupId,ace-modules/ace-admin/pom.xml,com.alibaba,NAME,maven,project.dependencies.dependency_fastjson.groupId,com.alibaba,ace-modules/ace-sample/pom.xml,NAME,maven,1
452,False,FP,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-starter-loadbalancer.groupId,ace-infrastructure/ace-monitor/pom.xml,org.springframework.cloud,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.groupId,org.springframework.cloud,pom.xml,NAME,maven,2
454,False,FP,Spring-Cloud-Platform,project.build.plugins.plugin_mybatis-generator-maven-plugin.dependencies.dependency_mapper.groupId,ace-modules/ace-admin/pom.xml,tk.mybatis,NAME,maven,project.dependencies.dependency_mapper-spring-boot-starter.groupId,tk.mybatis,ace-modules/ace-generator/pom.xml,NAME,maven,2
456,False,FP,Spring-Cloud-Platform,logging.level.com.github.wxiaoqi.cloud.gate.v2,ace-modules/ace-generator/src/main/resources/application.yml,info,UNKNOWN,spring,logging.level.org.springframework,info,ace-modules/ace-sample/src/main/resources/application.yml,UNKNOWN,spring,1
457,True,FN,Spring-Cloud-Platform,project.dependencies.dependency_spring-webmvc.artifactId,ace-modules/ace-admin/pom.xml,spring-webmvc,NAME,maven,project.dependencies.dependency_spring-webmvc.artifactId,spring-webmvc,ace-modules/ace-sample/pom.xml,NAME,maven,1
459,False,FP,Spring-Cloud-Platform,FROM,ace-gate/src/main/docker/Dockerfile,livingobjects/jre8,PATH,docker,FROM,livingobjects/jre8,ace-modules/ace-admin/src/main/docker/Dockerfile,PATH,docker,3
460,True,FN,Spring-Cloud-Platform,project.dependencies.dependency_fastjson.artifactId,ace-dev-base/ace-common/pom.xml,fastjson,NAME,maven,project.dependencies.dependency_fastjson.artifactId,fastjson,ace-modules/ace-admin/pom.xml,NAME,maven,2
462,True,FN,Spring-Cloud-Platform,project.artifactId,ace-gate/pom.xml,ace-gate,NAME,maven,project.modules.module,ace-gate,pom.xml,NAME,maven,2
470,True,FN,Spring-Cloud-Platform,project.build.plugins.plugin_maven-compiler-plugin.artifactId,ace-dev-base/ace-common/pom.xml,maven-compiler-plugin,NAME,maven,project.build.plugins.plugin_maven-compiler-plugin.artifactId,maven-compiler-plugin,ace-gate/pom.xml,NAME,maven,2
475,False,FP,Spring-Cloud-Platform,project.artifactId,ace-modules/ace-generator/pom.xml,ace-generator,NAME,maven,project.build.finalName,ace-generator,ace-modules/ace-generator/pom.xml,NAME,maven,2
476,True,FN,Spring-Cloud-Platform,project.dependencies.dependency_spring-boot-starter-jdbc.artifactId,ace-modules/ace-admin/pom.xml,spring-boot-starter-jdbc,NAME,maven,project.dependencies.dependency_spring-boot-starter-jdbc.artifactId,spring-boot-starter-jdbc,ace-modules/ace-generator/pom.xml,NAME,maven,2
481,True,FN,Spring-Cloud-Platform,project.dependencies.dependency_javax.servlet-api.groupId,ace-dev-base/ace-common/pom.xml,javax.servlet,NAME,maven,project.dependencies.dependency_javax.servlet-api.groupId,javax.servlet,ace-modules/ace-sample/pom.xml,NAME,maven,1
485,True,FN,Spring-Cloud-Platform,project.modelVersion,ace-infrastructure/ace-monitor/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,ace-modules/ace-admin/pom.xml,VERSION_NUMBER,maven,2
486,True,FN,Spring-Cloud-Platform,project.dependencies.dependency_spring-webmvc.artifactId,ace-modules/ace-admin/pom.xml,spring-webmvc,NAME,maven,project.dependencies.dependency_spring-webmvc.artifactId,spring-webmvc,ace-modules/ace-sample/pom.xml,NAME,maven,2
487,True,FN,Spring-Cloud-Platform,project.dependencies.dependency_ace-common.artifactId,ace-dev-base/ace-auth-sdk/pom.xml,ace-common,NAME,maven,project.dependencies.dependency_ace-common.artifactId,ace-common,ace-modules/ace-sample/pom.xml,NAME,maven,2
490,True,FN,Spring-Cloud-Platform,project.artifactId,ace-api/pom.xml,ace-api,NAME,maven,project.dependencies.dependency_ace-api.artifactId,ace-api,ace-modules/ace-admin/pom.xml,NAME,maven,1
491,True,FN,Spring-Cloud-Platform,project.dependencies.dependency_javax.servlet-api.version,ace-modules/ace-admin/pom.xml,javax.servlet-api:3.1.0,VERSION_NUMBER,maven,project.dependencies.dependency_javax.servlet-api.version,javax.servlet-api:3.1.0,ace-modules/ace-sample/pom.xml,VERSION_NUMBER,maven,2
494,True,FN,Spring-Cloud-Platform,project.dependencies.dependency_commons-lang3.groupId,ace-dev-base/ace-common/pom.xml,org.apache.commons,NAME,maven,project.dependencies.dependency_commons-lang3.groupId,org.apache.commons,ace-modules/ace-admin/pom.xml,NAME,maven,2
495,True,FN,Spring-Cloud-Platform,project.parent_ace-security.artifactId,ace-api/pom.xml,ace-security,NAME,maven,project.parent_ace-security.artifactId,ace-security,ace-modules/ace-nlp/pom.xml,NAME,maven,1
