index,rating,llama3:8b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology,FP_FN_count
342,False,FP,piggymetrics,version,docker-compose.dev.yml,version:2.1,VERSION_NUMBER,docker-compose,version,version:2.1,docker-compose.yml,VERSION_NUMBER,docker-compose,2
343,False,FP,piggymetrics,project.artifactId,auth-service/pom.xml,auth-service,NAME,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,auth-service,auth-service/pom.xml,NAME,maven,3
344,False,FP,piggymetrics,project.dependencies.dependency_spring-boot-starter-data-mongodb.groupId,account-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,notification-service/pom.xml,NAME,maven,1
349,False,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,auth-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,auth-service/pom.xml,NAME,maven,2
350,False,FP,pig,project.dependencies.dependency_spring-boot-starter-undertow.groupId,pig-boot/pom.xml,org.springframework.boot,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-boot-starter-web.exclusions.exclusion_spring-boot-starter-tomcat.groupId,org.springframework.boot,pig-common/pig-common-bom/pom.xml,NAME,maven,2
352,True,FN,pig,project.parent_pig.artifactId,pig-boot/pom.xml,pig,NAME,maven,project.artifactId,pig,pom.xml,NAME,maven,2
353,True,FN,pig,project.modelVersion,pig-common/pig-common-core/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pig-register/pom.xml,VERSION_NUMBER,maven,2
357,False,FP,pig,CMD.param2,pig-gateway/Dockerfile,java,UNKNOWN,docker,CMD.param2,java,pig-upms/pig-upms-biz/Dockerfile,UNKNOWN,docker,2
358,True,FN,pig,project.parent_pig-common.version,pig-common/pig-common-feign/pom.xml,version:${revision},VERSION_NUMBER,maven,project.parent_pig-upms.version,version:${revision},pig-upms/pig-upms-api/pom.xml,VERSION_NUMBER,maven,1
361,False,FP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-upms/pig-upms-biz/pom.xml,NAME,maven,2
362,False,FP,pig,ENV.JAVA_OPTS,pig-gateway/Dockerfile,"""",ENVIRONMENT,docker,ENV.JAVA_OPTS,"""",pig-visual/pig-monitor/Dockerfile,ENVIRONMENT,docker,1
363,False,FP,pig,CMD.param5,pig-boot/Dockerfile,app.jar,PATH,docker,CMD.param5,app.jar,pig-upms/pig-upms-biz/Dockerfile,PATH,docker,2
365,False,FP,pig,services.pig-upms.hostname,docker-compose.yml,pig-upms,NAME,docker-compose,project.parent_pig-upms.artifactId,pig-upms,pig-upms/pig-upms-api/pom.xml,NAME,maven,1
368,False,FP,pig,project.packaging,pig-boot/pom.xml,jar,TYPE,maven,project.packaging,jar,pig-register/pom.xml,TYPE,maven,1
371,True,FN,pig,services.pig-monitor.networks,docker-compose.yml,spring_cloud_default,UNKNOWN,docker-compose,services.pig-mysql.networks,spring_cloud_default,docker-compose.yml,UNKNOWN,docker-compose,1
372,False,FP,pig,ENV.TZ,pig-register/Dockerfile,Asia,ENVIRONMENT,docker,ENV.TZ,Asia,pig-visual/pig-codegen/Dockerfile,ENVIRONMENT,docker,2
373,False,FP,pig,project.dependencyManagement.dependencies.dependency_mybatis-plus-spring-boot3-starter.groupId,pig-common/pig-common-bom/pom.xml,com.baomidou,NAME,maven,project.dependencies.dependency_mybatis-plus-extension.groupId,com.baomidou,pig-common/pig-common-mybatis/pom.xml,NAME,maven,2
378,True,FN,pig,project.properties.maven.compiler.source,pom.xml,17,VERSION_NUMBER,maven,project.properties.maven.compiler.target,17,pom.xml,VERSION_NUMBER,maven,2
379,False,FP,pig,project.dependencies.dependency_pig-upms-api.groupId,pig-auth/pom.xml,com.pig4cloud,NAME,maven,project.dependencyManagement.dependencies.dependency_pig-common-swagger.groupId,com.pig4cloud,pig-common/pig-common-bom/pom.xml,NAME,maven,1
386,False,FP,pig,ENV.TZ,pig-auth/Dockerfile,Asia,ENVIRONMENT,docker,ENV.TZ,Asia,pig-visual/pig-quartz/Dockerfile,ENVIRONMENT,docker,3
387,False,FP,pig,project.dependencyManagement.dependencies.dependency_pig-common-datasource.groupId,pig-common/pig-common-bom/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,pig-common/pig-common-log/pom.xml,NAME,maven,1
388,False,FP,pig,project.dependencyManagement.dependencies.dependency_mybatis-plus-spring-boot3-starter.groupId,pig-common/pig-common-bom/pom.xml,com.baomidou,NAME,maven,project.dependencies.dependency_dynamic-datasource-spring-boot3-starter.groupId,com.baomidou,pig-common/pig-common-datasource/pom.xml,NAME,maven,1
391,False,FP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven,2
392,False,FP,pig,CMD.param2,pig-upms/pig-upms-biz/Dockerfile,java,UNKNOWN,docker,CMD.param2,java,pig-visual/pig-codegen/Dockerfile,UNKNOWN,docker,1
393,False,FP,pig,project.packaging,pig-common/pig-common-feign/pom.xml,jar,TYPE,maven,project.packaging,jar,pig-common/pig-common-mybatis/pom.xml,TYPE,maven,2
394,False,FP,pig,FROM,pig-boot/Dockerfile,registry.cn-hangzhou.aliyuncs.com/dockerhub_mirror/java:21-anolis,UNKNOWN,docker,FROM,registry.cn-hangzhou.aliyuncs.com/dockerhub_mirror/java:21-anolis,pig-visual/pig-monitor/Dockerfile,UNKNOWN,docker,3
397,False,FP,pig,project.parent_pig-common.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.groupId,com.pig4cloud,pom.xml,NAME,maven,3
398,False,FP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-feign/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven,2
399,False,FP,pig,project.dependencyManagement.dependencies.dependency_pig-common-security.groupId,pig-common/pig-common-bom/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,pig-gateway/pom.xml,NAME,maven,2
402,False,FP,spring-boot-admin,project.profiles.profile_coverage.build.plugins.plugin_jacoco-maven-plugin.artifactId,pom.xml,jacoco-maven-plugin,NAME,maven,project.profiles.profile_travis.build.plugins.plugin_jacoco-maven-plugin.artifactId,jacoco-maven-plugin,spring-boot-admin-samples/pom.xml,NAME,maven,2
407,False,FP,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.optional,spring-boot-admin-server-ui/pom.xml,TRUE,BOOLEAN,maven,project.profiles.profile_noNpm.build.plugins.plugin_frontend-maven-plugin.configuration.skip,TRUE,spring-boot-admin-server-ui/pom.xml,IP_ADDRESS,maven,1
412,False,FP,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.pluginManagement.plugins.plugin_maven-install-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven,1
415,False,FP,spring-boot-admin,project.packaging,spring-boot-admin-docs/pom.xml,pom,TYPE,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.type,pom,spring-boot-admin-samples/pom.xml,TYPE,maven,1
419,True,FN,spring-boot-admin,project.dependencies.dependency_lombok.artifactId,spring-boot-admin-client/pom.xml,lombok,NAME,maven,project.dependencies.dependency_lombok.artifactId,lombok,spring-boot-admin-server/pom.xml,NAME,maven,3
425,True,FN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_frontend-maven-plugin.artifactId,pom.xml,frontend-maven-plugin,NAME,maven,project.profiles.profile_noNpm.build.plugins.plugin_frontend-maven-plugin.artifactId,frontend-maven-plugin,spring-boot-admin-server-ui/pom.xml,NAME,maven,3
429,False,FP,spring-boot-admin,project.dependencies.dependency_spring-cloud-starter-consul-discovery.groupId,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-kubernetes-client.groupId,org.springframework.cloud,spring-boot-admin-server-cloud/pom.xml,NAME,maven,1
437,False,FP,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-javadoc-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.plugins.plugin_maven-enforcer-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven,1
438,False,FP,spring-boot-admin,project.profiles.profile_native.build.plugins.plugin_spring-boot-maven-plugin.executions.execution.goals.goal_repackage,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,repackage,UNKNOWN,maven,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution.goals.goal_repackage,repackage,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,UNKNOWN,maven,1
440,False,FP,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-gpg-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.plugins.plugin_maven-jar-plugin.groupId,org.apache.maven.plugins,spring-boot-admin-build/pom.xml,NAME,maven,1
446,False,FP,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,spring-boot-admin-build/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-webflux.scope,test,spring-boot-admin-client/pom.xml,UNKNOWN,maven,2
447,False,FP,spring-boot-admin,project.dependencies.dependency_spring-boot-configuration-processor.optional,spring-boot-admin-server-cloud/pom.xml,TRUE,BOOLEAN,maven,project.build.plugins.plugin_maven-clean-plugin.executions.execution_auto-clean.configuration.excludeDefaultDirectories,TRUE,spring-boot-admin-server-ui/pom.xml,BOOLEAN,maven,1
448,False,FP,spring-boot-admin,project.parent_spring-boot-admin.groupId,spring-boot-admin-dependencies/pom.xml,de.codecentric,NAME,maven,project.parent_spring-boot-admin-samples.groupId,de.codecentric,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,NAME,maven,1
449,False,FP,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.plugins.plugin_maven-source-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven,1
450,False,FP,Spring-Cloud-Platform,project.parent_ace-security.version,ace-gate/pom.xml,version:2.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_ace-modules.version,version:2.0-SNAPSHOT,ace-modules/ace-tool/pom.xml,VERSION_NUMBER,maven,3
452,False,FP,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-starter-loadbalancer.groupId,ace-infrastructure/ace-monitor/pom.xml,org.springframework.cloud,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.groupId,org.springframework.cloud,pom.xml,NAME,maven,2
454,False,FP,Spring-Cloud-Platform,project.build.plugins.plugin_mybatis-generator-maven-plugin.dependencies.dependency_mapper.groupId,ace-modules/ace-admin/pom.xml,tk.mybatis,NAME,maven,project.dependencies.dependency_mapper-spring-boot-starter.groupId,tk.mybatis,ace-modules/ace-generator/pom.xml,NAME,maven,2
459,False,FP,Spring-Cloud-Platform,FROM,ace-gate/src/main/docker/Dockerfile,livingobjects/jre8,PATH,docker,FROM,livingobjects/jre8,ace-modules/ace-admin/src/main/docker/Dockerfile,PATH,docker,3
465,False,FP,Spring-Cloud-Platform,ribbon.MaxAutoRetriesNextServer,ace-modules/ace-generator/src/main/resources/application.yml,1,NUMBER,spring,ribbon.MaxAutoRetriesNextServer,1,ace-modules/ace-sample/src/main/resources/application.yml,NUMBER,spring,2
469,False,FP,Spring-Cloud-Platform,project.dependencies.dependency_lucene-highlighter.groupId,ace-modules/ace-tool/pom.xml,org.apache.lucene,NAME,maven,project.dependencies.dependency_lucene-queryparser.groupId,org.apache.lucene,ace-modules/ace-tool/pom.xml,NAME,maven,3
475,False,FP,Spring-Cloud-Platform,project.artifactId,ace-modules/ace-generator/pom.xml,ace-generator,NAME,maven,project.build.finalName,ace-generator,ace-modules/ace-generator/pom.xml,NAME,maven,2
483,False,FP,Spring-Cloud-Platform,hystrix.threadpool.default.coreSize,ace-modules/ace-admin/src/main/resources/application.yml,1000,NUMBER,spring,hystrix.threadpool.default.coreSize,1000,ace-modules/ace-sample/src/main/resources/application.yml,NUMBER,spring,1
489,False,FP,Spring-Cloud-Platform,spring.datasource.timeBetweenEvictionRunsMillis,ace-modules/ace-admin/src/main/resources/application.yml,60000,TIME,spring,ribbon.ReadTimeout,60000,ace-modules/ace-sample/src/main/resources/application.yml,NUMBER,spring,1
496,False,FP,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-openfeign-core.groupId,ace-dev-base/ace-auth-sdk/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,org.springframework.cloud,ace-modules/ace-generator/pom.xml,NAME,maven,2
497,False,FP,Spring-Cloud-Platform,project.dependencies.dependency_spring-boot-starter-actuator.groupId,ace-infrastructure/ace-monitor/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ace-modules/ace-generator/pom.xml,NAME,maven,1
499,True,FN,Spring-Cloud-Platform,project.modelVersion,ace-dev-base/ace-auth-sdk/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,ace-modules/ace-generator/pom.xml,VERSION_NUMBER,maven,2
