index,rating,gpt-4o-2024-05-13,gpt-3.5-turbo-0125,llama3:70b,llama3:8b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology,TP_TN_count
108,False,TN,TN,TN,FP,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,litemall-all/pom.xml,TRUE,BOOLEAN,maven,project.build.plugins.plugin_mybatis-generator-maven-plugin.configuration.overwrite,TRUE,litemall-db/pom.xml,BOOLEAN,maven,3
109,False,TN,TN,TN,TN,litemall,project.dependencies.dependency_spring-boot-starter-json.groupId,litemall-db/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,pom.xml,NAME,maven,4
110,False,TN,TN,TN,TN,litemall,logging.level.root,litemall-db/src/main/resources/application.yml,ERROR,UNKNOWN,spring,logging.level.org.linlinjava.litemall,ERROR,litemall-wx-api/src/main/resources/application.yml,UNKNOWN,spring,4
111,False,TN,TN,TN,TN,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,litemall-wx-api/pom.xml,TRUE,BOOLEAN,maven,project.properties.maven.test.skip,TRUE,pom.xml,IP_ADDRESS,maven,4
112,True,FN,TP,TP,FN,litemall,project.dependencies.dependency_weixin-java-pay.artifactId,litemall-core/pom.xml,weixin-java-pay,NAME,maven,project.dependencyManagement.dependencies.dependency_weixin-java-pay.artifactId,weixin-java-pay,pom.xml,NAME,maven,2
113,False,TN,TN,TN,TN,litemall,project.properties.project.build.sourceEncoding,litemall-admin-api/pom.xml,UTF-8,VERSION_NUMBER,maven,spring.messages.encoding,UTF-8,litemall-all-war/src/main/resources/application.yml,UNKNOWN,spring,4
114,True,FN,TP,TP,TP,litemall,spring.messages.encoding,litemall-admin-api/src/main/resources/application.yml,UTF-8,UNKNOWN,spring,spring.messages.encoding,UTF-8,litemall-core/src/main/resources/application.yml,UNKNOWN,spring,3
115,True,FN,FN,FN,TP,litemall,services.mysql57.ports.in,docker/docker-compose.yml,3306,PORT,docker-compose,services.mysql57.ports.out,3306,docker/docker-compose.yml,PORT,docker-compose,1
116,False,TN,TN,TN,FP,litemall,project.dependencies.dependency_weixin-java-miniapp.groupId,litemall-core/pom.xml,com.github.binarywang,NAME,maven,project.dependencies.dependency_weixin-java-pay.exclusions.exclusion_qrcode-utils.groupId,com.github.binarywang,litemall-wx-api/pom.xml,NAME,maven,3
117,False,TN,TN,TN,TN,litemall,project.build.plugins.plugin_mybatis-generator-maven-plugin.configuration.overwrite,litemall-db/pom.xml,TRUE,BOOLEAN,maven,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,TRUE,litemall-wx-api/pom.xml,BOOLEAN,maven,4
118,True,TP,FN,TP,TP,litemall,project.parent_litemall.version,litemall-core/pom.xml,version:0.1.0,VERSION_NUMBER,maven,project.version,version:0.1.0,pom.xml,VERSION_NUMBER,maven,3
119,False,TN,TN,TN,TN,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources-vue.goals.goal_copy-resources,litemall-all-war/pom.xml,copy-resources,VERSION_NUMBER,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,copy-resources,litemall-all-war/pom.xml,ID,maven,4
120,False,TN,FP,TN,TN,litemall,logging.level.org.mybatis,litemall-core/src/main/resources/application.yml,ERROR,UNKNOWN,spring,logging.level.root,ERROR,litemall-core/src/main/resources/application.yml,UNKNOWN,spring,3
121,False,TN,TN,TN,TN,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,litemall-all/pom.xml,TRUE,BOOLEAN,maven,project.dependencies.dependency_spring-boot-devtools.optional,TRUE,pom.xml,BOOLEAN,maven,4
122,False,TN,FP,TN,TN,litemall,logging.level.org.springframework,litemall-core/src/main/resources/application.yml,ERROR,UNKNOWN,spring,logging.level.root,ERROR,litemall-wx-api/src/main/resources/application.yml,UNKNOWN,spring,3
123,True,FN,TP,TP,FN,litemall,dependencies.js-cookie,litemall-admin/package.json,js-cookie:2.2.0,VERSION_NUMBER,nodejs,dependencies.js-cookie,js-cookie:2.2.0,litemall-vue/package.json,VERSION_NUMBER,nodejs,2
124,False,TN,TN,TN,FP,litemall,services.litemall.container_name,docker/docker-compose.yml,litemall,NAME,docker-compose,project.parent_litemall.artifactId,litemall,litemall-core/pom.xml,NAME,maven,3
125,True,FN,TP,TP,TP,litemall,project.dependencies.dependency_litemall-db.groupId,litemall-admin-api/pom.xml,org.linlinjava,NAME,maven,project.dependencies.dependency_litemall-wx-api.groupId,org.linlinjava,litemall-all-war/pom.xml,NAME,maven,3
126,True,TP,TP,FN,TP,litemall,project.dependencies.dependency_litemall-core.groupId,litemall-all-war/pom.xml,org.linlinjava,NAME,maven,project.dependencyManagement.dependencies.dependency_litemall-all.groupId,org.linlinjava,pom.xml,NAME,maven,3
127,False,TN,TN,TN,TN,litemall,services.litemall.container_name,docker/docker-compose.yml,litemall,NAME,docker-compose,project.artifactId,litemall,pom.xml,NAME,maven,4
128,True,TP,FN,TP,TP,litemall,project.parent_litemall.version,litemall-all-war/pom.xml,version:0.1.0,VERSION_NUMBER,maven,project.parent_litemall.version,version:0.1.0,litemall-wx-api/pom.xml,VERSION_NUMBER,maven,3
129,False,TN,FP,TN,FP,litemall,project.packaging,litemall-core/pom.xml,jar,TYPE,maven,project.packaging,jar,litemall-wx-api/pom.xml,TYPE,maven,2
130,True,TP,TP,FN,TP,litemall,project.dependencies.dependency_weixin-java-miniapp.groupId,litemall-core/pom.xml,com.github.binarywang,NAME,maven,project.dependencies.dependency_weixin-java-miniapp.groupId,com.github.binarywang,litemall-wx-api/pom.xml,NAME,maven,3
131,True,TP,TP,TP,TP,litemall,project.dependencies.dependency_litemall-core.groupId,litemall-admin-api/pom.xml,org.linlinjava,NAME,maven,project.groupId,org.linlinjava,pom.xml,NAME,maven,4
132,True,TP,TP,FN,TP,litemall,project.dependencies.dependency_spring-boot-starter-json.groupId,litemall-db/pom.xml,org.springframework.boot,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-boot-starter-json.groupId,org.springframework.boot,pom.xml,NAME,maven,3
133,True,TP,TP,TP,TP,litemall,project.parent_litemall.version,litemall-wx-api/pom.xml,version:0.1.0,VERSION_NUMBER,maven,project.version,version:0.1.0,pom.xml,VERSION_NUMBER,maven,4
134,False,TN,FP,TN,FP,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.goals.goal_copy-resources,litemall-all/pom.xml,copy-resources,VERSION_NUMBER,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,copy-resources,litemall-all/pom.xml,ID,maven,2
135,False,TN,FP,TN,FP,litemall,project.dependencies.dependency_springfox-swagger-ui.groupId,litemall-admin-api/pom.xml,io.springfox,NAME,maven,project.dependencyManagement.dependencies.dependency_springfox-swagger2.groupId,io.springfox,pom.xml,NAME,maven,2
136,True,TP,TP,TP,TP,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.configuration.resources.resource.directory,litemall-all-war/pom.xml,../litemall-admin/dist,PATH,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.configuration.resources.resource.directory,../litemall-admin/dist,litemall-all/pom.xml,PATH,maven,4
137,True,FN,TP,TP,TP,litemall,project.dependencies.dependency_litemall-admin-api.groupId,litemall-all-war/pom.xml,org.linlinjava,NAME,maven,project.dependencies.dependency_litemall-db.groupId,org.linlinjava,litemall-all-war/pom.xml,NAME,maven,3
138,True,TP,TP,FN,TP,litemall,project.parent_litemall.groupId,litemall-all/pom.xml,org.linlinjava,NAME,maven,project.parent_litemall.groupId,org.linlinjava,litemall-db/pom.xml,NAME,maven,3
139,False,TN,FP,TN,FP,litemall,project.packaging,litemall-all/pom.xml,jar,TYPE,maven,project.packaging,jar,litemall-core/pom.xml,TYPE,maven,2
140,False,TN,TN,TN,FP,litemall,project.dependencies.dependency_mockito-core.scope,pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_powermock-api-mockito.scope,test,pom.xml,UNKNOWN,maven,3
141,True,FN,TP,TP,TP,litemall,services.litemall.ports.in,docker/docker-compose.yml,8080,PORT,docker-compose,services.litemall.ports.out,8080,docker/docker-compose.yml,PORT,docker-compose,3
142,True,FN,TP,TP,TP,litemall,project.modelVersion,litemall-all-war/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,litemall-wx-api/pom.xml,VERSION_NUMBER,maven,3
143,False,TN,FP,TN,FP,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,litemall-all-war/pom.xml,copy-resources,ID,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,copy-resources,litemall-all/pom.xml,ID,maven,2
144,True,FN,TP,FN,TP,litemall,project.artifactId,litemall-all/pom.xml,litemall-all,NAME,maven,project.modules.module,litemall-all,pom.xml,NAME,maven,2
145,True,TP,TP,FN,TP,litemall,project.dependencies.dependency_litemall-core.groupId,litemall-all-war/pom.xml,org.linlinjava,NAME,maven,project.dependencies.dependency_litemall-core.groupId,org.linlinjava,litemall-all/pom.xml,NAME,maven,3
146,True,TP,TP,FN,TP,litemall,project.parent_litemall.artifactId,litemall-admin-api/pom.xml,litemall,NAME,maven,project.parent_litemall.artifactId,litemall,litemall-all/pom.xml,NAME,maven,3
147,False,TN,FP,TN,TN,litemall,scripts.dev,litemall-vue/package.json,vue-cli-service serve,COMMAND,nodejs,scripts.serve,vue-cli-service serve,litemall-vue/package.json,COMMAND,nodejs,3
148,False,TN,TN,TN,TN,litemall,services.litemall.container_name,docker/docker-compose.yml,litemall,NAME,docker-compose,project.build.finalName,litemall,litemall-all-war/pom.xml,NAME,maven,4
149,True,TP,FN,FN,TP,litemall,project.dependencies.dependency_litemall-core.artifactId,litemall-all-war/pom.xml,litemall-core,NAME,maven,project.modules.module,litemall-core,pom.xml,NAME,maven,2
150,True,TP,TP,FN,FN,mall-swarm,project.groupId,mall-common/pom.xml,com.macro.mall,NAME,maven,project.parent_mall-swarm.groupId,com.macro.mall,mall-portal/pom.xml,NAME,maven,2
151,True,FN,FN,TP,TP,mall-swarm,project.modelVersion,mall-common/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,mall-portal/pom.xml,VERSION_NUMBER,maven,2
152,True,FN,FN,TP,FN,mall-swarm,project.parent_mall-swarm.groupId,mall-demo/pom.xml,com.macro.mall,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,pom.xml,NAME,maven,1
153,False,TN,TN,TN,TN,mall-swarm,project.dependencies.dependency_spring-boot-starter-data-mongodb.groupId,mall-portal/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-elasticsearch.groupId,org.springframework.boot,mall-search/pom.xml,NAME,maven,4
154,False,TN,FP,FP,FP,mall-swarm,project.parent_mall-swarm.version,mall-gateway/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-mbg/pom.xml,VERSION_NUMBER,maven,1
156,False,TN,TN,TN,TN,mall-swarm,minio.bucketName,mall-admin/src/main/resources/application.yml,mall,UNKNOWN,spring,spring.rabbitmq.password,mall,mall-portal/src/main/resources/application.yml,PASSWORD,spring,4
157,True,FN,TP,TP,TP,mall-swarm,project.dependencies.dependency_mall-common.groupId,mall-gateway/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven,3
158,True,TP,FN,FN,FN,mall-swarm,project.parent_mall-swarm.groupId,mall-mbg/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-portal/pom.xml,NAME,maven,1
160,True,TP,TP,FN,TP,mall-swarm,project.parent_mall-swarm.artifactId,mall-auth/pom.xml,mall-swarm,NAME,maven,project.parent_mall-swarm.artifactId,mall-swarm,mall-monitor/pom.xml,NAME,maven,3
161,True,TP,FN,FN,FN,mall-swarm,project.parent_mall-swarm.artifactId,mall-admin/pom.xml,mall-swarm,NAME,maven,project.parent_mall-swarm.artifactId,mall-swarm,mall-demo/pom.xml,NAME,maven,1
162,False,TN,FP,FP,TN,mall-swarm,project.parent_mall-swarm.version,mall-auth/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-monitor/pom.xml,VERSION_NUMBER,maven,2
163,True,TP,FN,FN,FN,mall-swarm,project.artifactId,mall-portal/pom.xml,mall-portal,NAME,maven,project.modules.module,mall-portal,pom.xml,NAME,maven,1
164,True,TP,FN,FN,TP,mall-swarm,project.parent_mall-swarm.groupId,mall-mbg/pom.xml,com.macro.mall,NAME,maven,project.parent_mall-swarm.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven,2
165,True,FN,TP,FN,FN,mall-swarm,project.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.parent_mall-swarm.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven,1
166,False,FP,TN,TN,FP,mall-swarm,spring.mvc.pathmatch.matching-strategy,mall-admin/src/main/resources/application.yml,ant_path_matcher,PATH,spring,spring.mvc.pathmatch.matching-strategy,ant_path_matcher,mall-portal/src/main/resources/application.yml,PATH,spring,2
167,False,TN,FP,FP,FP,mall-swarm,services.mall-admin.environment.TZ,document/docker/docker-compose-app.yml,"""Asia/Shanghai""",ENVIRONMENT,docker-compose,services.mall-portal.environment.TZ,"""Asia/Shanghai""",document/docker/docker-compose-app.yml,ENVIRONMENT,docker-compose,1
168,True,TP,FN,FN,TP,mall-swarm,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-portal/pom.xml,NAME,maven,2
169,False,TN,TN,TN,FP,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-monitor/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven,3
170,True,FN,TP,FN,TP,mall-swarm,project.build.plugins.plugin_docker-maven-plugin.groupId,mall-monitor/pom.xml,io.fabric8,NAME,maven,project.build.plugins.plugin_docker-maven-plugin.groupId,io.fabric8,mall-search/pom.xml,NAME,maven,2
171,True,FN,FN,FN,TP,mall-swarm,project.modelVersion,mall-gateway/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,mall-monitor/pom.xml,VERSION_NUMBER,maven,1
173,True,TP,TP,TP,FN,mall-swarm,project.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven,3
175,False,TN,TN,TN,FP,mall-swarm,spring.mvc.pathmatch.matching-strategy,mall-auth/src/main/resources/application.yml,ant_path_matcher,PATH,spring,spring.mvc.pathmatch.matching-strategy,ant_path_matcher,mall-portal/src/main/resources/application.yml,PATH,spring,3
176,True,FN,FN,FN,TP,mall-swarm,project.modelVersion,mall-auth/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,mall-gateway/pom.xml,VERSION_NUMBER,maven,1
177,False,TN,FP,TN,FP,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-admin/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven,2
178,True,TP,TP,TP,TP,mall-swarm,project.dependencies.dependency_mall-mbg.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,pom.xml,NAME,maven,4
179,True,TP,TP,TP,FN,mall-swarm,project.parent_mall-swarm.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-gateway/pom.xml,VERSION_NUMBER,maven,3
180,True,FN,TP,TP,TP,mall-swarm,project.parent_mall-swarm.groupId,mall-gateway/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-monitor/pom.xml,NAME,maven,3
181,True,TP,FN,FN,TP,mall-swarm,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-portal/pom.xml,NAME,maven,2
182,True,FN,TP,TP,TP,mall-swarm,project.dependencies.dependency_mall-mbg.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven,3
183,False,TN,FP,TN,TN,mall-swarm,project.dependencies.dependency_mall-common.exclusions.exclusion_spring-boot-starter-web.groupId,mall-gateway/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-gateway/pom.xml,NAME,maven,3
184,True,FN,FN,FN,TP,mall-swarm,project.dependencyManagement.dependencies.dependency_mall-mbg.artifactId,pom.xml,mall-mbg,NAME,maven,project.modules.module,mall-mbg,pom.xml,NAME,maven,1
185,True,FN,FN,FN,TP,mall-swarm,project.build.plugins.plugin_docker-maven-plugin.groupId,mall-admin/pom.xml,io.fabric8,NAME,maven,project.build.plugins.plugin_docker-maven-plugin.groupId,io.fabric8,mall-auth/pom.xml,NAME,maven,1
186,True,TP,TP,TP,TP,mall-swarm,project.dependencies.dependency_mall-common.artifactId,mall-auth/pom.xml,mall-common,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-common.artifactId,mall-common,pom.xml,NAME,maven,4
187,True,TP,TP,TP,TP,mall-swarm,project.dependencies.dependency_nimbus-jose-jwt.groupId,mall-auth/pom.xml,com.nimbusds,NAME,maven,project.dependencyManagement.dependencies.dependency_nimbus-jose-jwt.groupId,com.nimbusds,pom.xml,NAME,maven,4
188,False,TN,TN,TN,FP,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-gateway/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-mongodb.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven,3
189,False,FP,TN,FP,FP,mall-swarm,project.version,mall-demo/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-monitor/pom.xml,VERSION_NUMBER,maven,1
190,False,TN,FP,TN,FP,mall-swarm,project.dependencyManagement.dependencies.dependency_spring-cloud-alibaba-dependencies.type,pom.xml,pom,TYPE,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.type,pom,pom.xml,TYPE,maven,2
191,True,TP,TP,TP,TP,mall-swarm,services.mall-admin.ports.in,document/docker/docker-compose-app.yml,8080,PORT,docker-compose,server.port,8080,mall-admin/src/main/resources/application.yml,PORT,spring,4
192,True,TP,FN,FN,FN,mall-swarm,project.artifactId,mall-portal/pom.xml,mall-portal,NAME,maven,project.modules.module,mall-portal,pom.xml,NAME,maven,1
193,False,TN,FP,FP,TN,mall-swarm,project.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-demo/pom.xml,VERSION_NUMBER,maven,2
194,True,FN,TP,TP,TP,mall-swarm,services.redis.ports.in,document/docker/docker-compose-env.yml,6379,PORT,docker-compose,services.redis.ports.out,6379,document/docker/docker-compose-env.yml,PORT,docker-compose,3
195,False,TN,TN,TN,FP,mall-swarm,services.mysql.environment.MYSQL_ROOT_PASSWORD,document/docker/docker-compose-env.yml,root,PASSWORD,docker-compose,spring.datasource.username,root,mall-admin/src/main/resources/application.yml,USERNAME,spring,3
196,True,FN,FN,TP,FN,mall-swarm,project.groupId,mall-auth/pom.xml,com.macro.mall,NAME,maven,project.dependencies.dependency_mall-common.groupId,com.macro.mall,mall-gateway/pom.xml,NAME,maven,1
197,False,TN,TN,TN,TN,mall-swarm,project.dependencies.dependency_spring-boot-starter-security.groupId,mall-auth/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-amqp.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven,4
198,False,TN,TN,TN,FP,mall-swarm,minio.bucketName,mall-admin/src/main/resources/application.yml,mall,UNKNOWN,spring,redis.database,mall,mall-portal/src/main/resources/application.yml,NAME,spring,3
199,True,FN,TP,FN,TP,mall-swarm,project.dependencies.dependency_feign-okhttp.artifactId,mall-admin/pom.xml,feign-okhttp,NAME,maven,project.dependencies.dependency_feign-okhttp.artifactId,feign-okhttp,mall-auth/pom.xml,NAME,maven,2
200,False,TN,TN,TN,FP,mall,logging.level.com.macro.mall,mall-portal/src/main/resources/application-dev.yml,debug,UNKNOWN,spring,logging.level.com.macro.mall,debug,mall-search/src/main/resources/application-dev.yml,UNKNOWN,spring,3
201,False,TN,FP,TN,FP,mall,spring.redis.port,mall-portal/src/main/resources/application-dev.yml,6379,PORT,spring,spring.redis.port,6379,mall-portal/src/main/resources/application-prod.yml,PORT,spring,2
202,True,TP,FN,TP,FN,mall,ADD.src,document/sh/Dockerfile,mall-admin-1.0-SNAPSHOT.jar,PATH,docker,ENTRYPOINT.param2,mall-admin-1.0-SNAPSHOT.jar,document/sh/Dockerfile,UNKNOWN,docker,2
203,False,TN,FP,FP,TN,mall,project.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-demo/pom.xml,VERSION_NUMBER,maven,2
204,False,FP,TN,FP,FP,mall,project.parent_mall.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-security/pom.xml,NAME,maven,1
205,False,TN,TN,FP,TN,mall,services.mysql.ports.in,document/docker/docker-compose-env.yml,3306,PORT,docker-compose,services.mysql.ports.out,3306,document/docker/docker-compose-env.yml,PORT,docker-compose,3
206,False,TN,TN,TN,FP,mall,minio.bucketName,mall-admin/src/main/resources/application-dev.yml,mall,UNKNOWN,spring,project.artifactId,mall,pom.xml,NAME,maven,3
207,False,TN,TN,TN,FP,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,redis.database,mall,mall-admin/src/main/resources/application.yml,NAME,spring,3
208,False,TN,FP,FP,FP,mall,project.parent_mall.version,mall-portal/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-security/pom.xml,VERSION_NUMBER,maven,1
210,False,TN,TN,TN,TN,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,spring.rabbitmq.password,mall,mall-portal/src/main/resources/application-prod.yml,PASSWORD,spring,4
211,True,TP,TP,TP,TP,mall,spring.datasource.url,mall-admin/src/main/resources/application-dev.yml,jdbc:mysql://localhost:3306/mall?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai&useSSL=false,URL,spring,spring.datasource.url,jdbc:mysql://localhost:3306/mall?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai&useSSL=false,mall-portal/src/main/resources/application-dev.yml,URL,spring,4
212,False,TN,TN,FP,FP,mall,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,mall-common/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,mall-demo/pom.xml,NAME,maven,2
213,False,TN,FP,TN,TN,mall,logging.level.com.macro.mall,mall-admin/src/main/resources/application-prod.yml,info,UNKNOWN,spring,logging.level.root,info,mall-portal/src/main/resources/application-prod.yml,UNKNOWN,spring,3
214,True,TP,FN,TP,TP,mall,project.parent_mall.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-common/pom.xml,NAME,maven,3
215,False,TN,TN,TN,TN,mall,minio.bucketName,mall-admin/src/main/resources/application-dev.yml,mall,UNKNOWN,spring,redis.database,mall,mall-admin/src/main/resources/application.yml,NAME,spring,4
216,True,FN,TP,TP,TP,mall,project.modelVersion,mall-portal/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pom.xml,VERSION_NUMBER,maven,3
217,False,TN,TN,TN,FP,mall,server.port,mall-portal/src/main/resources/application-dev.yml,8085,PORT,spring,server.port,8085,mall-portal/src/main/resources/application-prod.yml,PORT,spring,3
218,False,TN,TN,FP,TN,mall,project.parent_mall.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.dependencies.dependency_mall-security.groupId,com.macro.mall,mall-portal/pom.xml,NAME,maven,3
219,True,TP,TP,FN,FN,mall,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-search/pom.xml,NAME,maven,2
221,False,TN,TN,TN,TN,mall,spring.datasource.druid.min-idle,mall-admin/src/main/resources/application-dev.yml,10,VERSION_NUMBER,spring,aliyun.oss.maxSize,10,mall-admin/src/main/resources/application.yml,NUMBER,spring,4
222,False,TN,FP,TN,TN,mall,logging.level.com.macro.mall,mall-admin/src/main/resources/application-dev.yml,debug,UNKNOWN,spring,logging.level.com.macro.mall,debug,mall-demo/src/main/resources/application.yml,UNKNOWN,spring,3
223,True,TP,FN,FN,FN,mall,project.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.parent_mall.groupId,com.macro.mall,mall-mbg/pom.xml,NAME,maven,1
224,False,TN,TN,FP,FP,mall,project.dependencyManagement.dependencies.dependency_swagger-annotations.groupId,pom.xml,io.swagger,NAME,maven,project.dependencyManagement.dependencies.dependency_swagger-models.groupId,io.swagger,pom.xml,NAME,maven,2
225,False,TN,TN,TN,FP,mall,spring.datasource.druid.stat-view-servlet.login-password,mall-admin/src/main/resources/application-dev.yml,druid,VERSION_NUMBER,spring,spring.datasource.druid.stat-view-servlet.login-password,druid,mall-admin/src/main/resources/application-prod.yml,VERSION_NUMBER,spring,3
227,False,TN,TN,FP,FP,mall,services.mall-admin.volumes,document/docker/docker-compose-app.yml,/etc/localtime:/etc/localtime,UNKNOWN,docker-compose,services.mall-search.volumes,/etc/localtime:/etc/localtime,document/docker/docker-compose-app.yml,UNKNOWN,docker-compose,2
228,False,TN,TN,TN,TN,mall,minio.bucketName,mall-admin/src/main/resources/application-dev.yml,mall,UNKNOWN,spring,project.parent_mall.artifactId,mall,mall-mbg/pom.xml,NAME,maven,4
229,False,TN,TN,TN,TN,mall,minio.bucketName,mall-admin/src/main/resources/application-dev.yml,mall,UNKNOWN,spring,spring.rabbitmq.password,mall,mall-portal/src/main/resources/application-prod.yml,PASSWORD,spring,4
230,True,TP,TP,TP,TP,mall,project.dependencies.dependency_mall-security.artifactId,mall-portal/pom.xml,mall-security,NAME,maven,project.artifactId,mall-security,mall-security/pom.xml,NAME,maven,4
232,False,TN,TN,FP,FP,mall,services.minio.ports.in,document/docker/docker-compose-env.yml,9001,PORT,docker-compose,services.minio.ports.out,9001,document/docker/docker-compose-env.yml,PORT,docker-compose,2
233,False,TN,TN,FP,FP,mall,spring.datasource.password,mall-search/src/main/resources/application-dev.yml,root,PASSWORD,spring,spring.datasource.username,root,mall-search/src/main/resources/application-dev.yml,USERNAME,spring,2
234,True,TP,TP,FN,FN,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,project.parent_mall.artifactId,mall,mall-portal/pom.xml,NAME,maven,2
